"feature","group","avgExpr","logFC","statistic","auc","pval","padj","pct_in","pct_out","ident.1","ident.2"
"Ki67","Stanford_OSCC_Citra_20min",0.877971002169874,-0.0477764201449934,53670557.5,0.165383972235355,0,0,99.5963514363598,99.994121796379,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"Collagen","Stanford_OSCC_Citra_20min",0.502550896397397,-0.229987233668456,28467013.5,0.0877201204833296,0,0,99.6382889494653,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD44","Stanford_OSCC_Citra_20min",0.520104936344963,-0.211049138110568,39858604.5,0.122822915338041,0,0,99.6330467603271,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD66a","Stanford_OSCC_Citra_20min",0.725863528273686,-0.0692958632589844,76810516,0.236688956426944,0,0,99.659257706018,99.994121796379,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD11c","Stanford_OSCC_Citra_20min",0.564847577182685,-0.0591795460396859,127925251,0.394197249759978,1.15121140640134e-264,1.17999169156138e-264,99.6959530299853,99.988243592758,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD56","Stanford_OSCC_Citra_20min",0.479356635455109,-0.219412413356176,21519077.5,0.066310295282296,0,0,99.6487733277417,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"HLADR","Stanford_OSCC_Citra_20min",0.495792878023774,-0.0805192954224694,122084649,0.376199636096179,0,0,99.6749842734326,99.994121796379,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"SOX9","Stanford_OSCC_Citra_20min",0.349630324118977,-0.276275355149372,10672352,0.0328864846774497,0,0,99.6435311386035,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"TenascinC","Stanford_OSCC_Citra_20min",0.472014180318128,-0.292930076631766,12500192,0.0385189106087561,0,0,99.6435311386035,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"PanCK","Stanford_OSCC_Citra_20min",0.38570381348477,-0.0712751256739318,96524008.5,0.297435403793023,0,0,99.7955546236108,99.9177051493064,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"CD15","Stanford_OSCC_Citra_20min",0.418427677940869,-0.125066824648585,63318820.5,0.195114761972566,0,0,99.6644998951562,99.9647307782742,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
"Podoplanin","Stanford_OSCC_Citra_20min",0.388044514842768,-0.213894292926516,45970758.5,0.14165730712602,0,0,99.6330467603271,100,"Stanford_OSCC_Citra_20min","Stanford_OSCC_Tris_20min"
